Sample Id,Site,Sample Start Date,Date,Start Time,Time,Analyte,Status,Final Result,Units,Water Treatment Plant,WTP Group,SPDES Number
G-2000937-03A,PANDE,,3/11/2020,,12:04,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,Pepacton,Non-City Owned,NY0262854
G-2000937-04,WSP,,3/11/2020,,10:39,Turbidity,Done,0.1,NTU,WALTON,Non-City Owned,NY0027154
G-2000937-04,WSP,,3/11/2020,,10:39,"Phosphorus, Total (as P)",Done,6,µg/L,WALTON,Non-City Owned,NY0027154
G-2000937-05,HCITP,,3/11/2020,,12:50,"Phosphorus, Total (as P)",Failure,Error,µg/L,Pepacton,Non-City Owned,NY0249777
G-2000937-05A,HCITP,,3/11/2020,,12:50,"Phosphorus, Total (as P)",Done,302,µg/L,Pepacton,Non-City Owned,NY0249777
E-2000950-01,CARMEL STP,,3/11/2020,,10:48,"Phosphorus, Total (as P)",Done,53,µg/L,,Non-City Owned,NY0031356
E-2000950-02,CLEAR POOL CAMP,,3/11/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0098621
E-2000950-03,MAHOPAC STP EFF,3/11/2020,3/11/2020,4:00,10:00,"Phosphorus, Total (as P)",Done,30,µg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,"Phosphorus, Total (as P)",Done,4,µg/L,,Non-City Owned,NY0036692
K-2001000-01,Elka Park,,3/12/2020,,11:00,Turbidity,Done,0.25,NTU,Elka Park,Non-City Owned,NY0092991
K-2001000-01,Elka Park,,3/12/2020,,11:00,"Phosphorus, Total (as P)",Done,158,µg/L,Elka Park,Non-City Owned,NY0092991
K-2001000-02,Mt View TC,,3/12/2020,,,Turbidity,Cancel,Cancel,NTU,Mountain View,Non-City Owned,NY0263052
K-2001000-02,Mt View TC,,3/12/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,Mountain View,Non-City Owned,NY0263052
K-2001000-03,Hunter WTP,,3/12/2020,,,Turbidity,Cancel,Cancel,NTU,Hunter WTP,Non-City Owned,NY0241075
K-2001000-03,Hunter WTP,,3/12/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,Hunter WTP,Non-City Owned,NY0241075
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,Turbidity,Done,0.25,NTU,Olive Woods,Non-City Owned,NY0098281
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,"Phosphorus, Total (as P)",Done,<3,µg/L,Olive Woods,Non-City Owned,NY0098281
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,Turbidity,Done,0.3,NTU,Boiceville WTP,Non-City Owned,NY0274038
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,"Phosphorus, Total (as P)",Done,88,µg/L,Boiceville WTP,Non-City Owned,NY0274038
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,Dissolved Oxygen,Done,9.7,mg/L,,Non-City Owned,NY0036692
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,pH,Done,7.27,,,Non-City Owned,NY0036692
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,Temperature,Warning,16.6,C,,Non-City Owned,NY0036692
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0036692
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0036692
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,pH,Done,7.12,,,Non-City Owned,NY0105732
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,Temperature,Done,6.9,C,,Non-City Owned,NY0105732
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,"Coliform, Fecal",Done,E1200,FC/100mL,,Non-City Owned,NY0105732
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,CBOD,Done,14.7,mg/L,,Non-City Owned,NY0105732
E-2000951-04,BIG BIRCH SKI AREA,,3/12/2020,,11:11,pH,Done,7.36,,,Non-City Owned,NY0095982
E-2000951-04,BIG BIRCH SKI AREA,,3/12/2020,,11:11,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0095982
E-2000951-04,BIG BIRCH SKI AREA,,3/12/2020,,11:11,CBOD,Done,9.6,mg/L,,Non-City Owned,NY0095982
K-2001000-01,Elka Park,,3/12/2020,,11:00,Dissolved Oxygen,Done,10.5,mg/L,Elka Park,Non-City Owned,NY0092991
K-2001000-01,Elka Park,,3/12/2020,,11:00,pH,Done,7.37,,Elka Park,Non-City Owned,NY0092991
K-2001000-01,Elka Park,,3/12/2020,,11:00,Temperature,Done,10.3,C,Elka Park,Non-City Owned,NY0092991
K-2001000-01,Elka Park,,3/12/2020,,11:00,"Coliform, Fecal",Done,<1,FC/100mL,Elka Park,Non-City Owned,NY0092991
K-2001000-01,Elka Park,,3/12/2020,,11:00,CBOD,Done,<3.0,mg/L,Elka Park,Non-City Owned,NY0092991
K-2001000-02,Mt View TC,,3/12/2020,,,Dissolved Oxygen,Cancel,Cancel,mg/L,Mountain View,Non-City Owned,NY0263052
K-2001000-02,Mt View TC,,3/12/2020,,,pH,Cancel,Cancel,,Mountain View,Non-City Owned,NY0263052
K-2001000-02,Mt View TC,,3/12/2020,,,Temperature,Cancel,Cancel,C,Mountain View,Non-City Owned,NY0263052
K-2001000-02,Mt View TC,,3/12/2020,,,"Coliform, Fecal",Cancel,Cancel,FC/100mL,Mountain View,Non-City Owned,NY0263052
K-2001000-02,Mt View TC,,3/12/2020,,,CBOD,Cancel,Cancel,mg/L,Mountain View,Non-City Owned,NY0263052
K-2001000-03,Hunter WTP,,3/12/2020,,,Dissolved Oxygen,Cancel,Cancel,mg/L,Hunter WTP,Non-City Owned,NY0241075
K-2001000-03,Hunter WTP,,3/12/2020,,,pH,Cancel,Cancel,,Hunter WTP,Non-City Owned,NY0241075
K-2001000-03,Hunter WTP,,3/12/2020,,,Temperature,Cancel,Cancel,C,Hunter WTP,Non-City Owned,NY0241075
K-2001000-03,Hunter WTP,,3/12/2020,,,"Coliform, Fecal",Cancel,Cancel,FC/100mL,Hunter WTP,Non-City Owned,NY0241075
K-2001000-03,Hunter WTP,,3/12/2020,,,BOD,Cancel,Cancel,mg/L,Hunter WTP,Non-City Owned,NY0241075
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,Dissolved Oxygen,Done,10.8,mg/L,Olive Woods,Non-City Owned,NY0098281
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,pH,Done,7.66,,Olive Woods,Non-City Owned,NY0098281
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,Temperature,Done,10.5,C,Olive Woods,Non-City Owned,NY0098281
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,"Coliform, Fecal",Done,<1,FC/100mL,Olive Woods,Non-City Owned,NY0098281
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,CBOD,Done,<3.0,mg/L,Olive Woods,Non-City Owned,NY0098281
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,Dissolved Oxygen,Done,10.9,mg/L,Boiceville WTP,Non-City Owned,NY0274038
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,pH,Done,7.38,,Boiceville WTP,Non-City Owned,NY0274038
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,Temperature,Done,12.2,C,Boiceville WTP,Non-City Owned,NY0274038
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,"Coliform, Fecal",Done,<1,FC/100mL,Boiceville WTP,Non-City Owned,NY0274038
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,CBOD,Done,<3.0,mg/L,Boiceville WTP,Non-City Owned,NY0274038
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0036692
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0105732
E-2000951-04,BIG BIRCH SKI AREA,,3/12/2020,,11:11,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0095982
K-2001000-01,Elka Park,,3/12/2020,,11:00,"Solids, Settleable",Done,<0.1,mL/L,Elka Park,Non-City Owned,NY0092991
K-2001000-01,Elka Park,,3/12/2020,,11:00,Ammonia (as NH3),Done,<0.20,mg/L,Elka Park,Non-City Owned,NY0092991
K-2001000-02,Mt View TC,,3/12/2020,,,"Solids, Settleable",Cancel,Cancel,mL/L,Mountain View,Non-City Owned,NY0263052
K-2001000-02,Mt View TC,,3/12/2020,,,Ammonia (as NH3),Cancel,Cancel,mg/L,Mountain View,Non-City Owned,NY0263052
K-2001000-03,Hunter WTP,,3/12/2020,,,"Solids, Settleable",Cancel,Cancel,mL/L,Hunter WTP,Non-City Owned,NY0241075
K-2001000-03,Hunter WTP,,3/12/2020,,,Ammonia (as NH3),Cancel,Cancel,mg/L,Hunter WTP,Non-City Owned,NY0241075
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,"Solids, Settleable",Warning,<0.1,mL/L,Olive Woods,Non-City Owned,NY0098281
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,Ammonia (as NH3),Done,<0.20,mg/L,Olive Woods,Non-City Owned,NY0098281
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,"Solids, Settleable",Done,<0.1,mL/L,Boiceville WTP,Non-City Owned,NY0274038
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,Ammonia (as NH3),Done,<0.20,mg/L,Boiceville WTP,Non-City Owned,NY0274038
K-2001000-01,Elka Park,,3/12/2020,,11:00,"Solids, Total Suspended",Done,<1.0,mg/L,Elka Park,Non-City Owned,NY0092991
K-2001000-02,Mt View TC,,3/12/2020,,,"Solids, Total Suspended",Cancel,Cancel,mg/L,Mountain View,Non-City Owned,NY0263052
K-2001000-03,Hunter WTP,,3/12/2020,,,"Solids, Total Suspended",Cancel,Cancel,mg/L,Hunter WTP,Non-City Owned,NY0241075
K-2001000-03,Hunter WTP,,3/12/2020,,,"Chlorine Residual, Total",Cancel,Cancel,mg/L,Hunter WTP,Non-City Owned,NY0241075
E-2000951-01,INCREASE MILLER ELEMENTARY SCH,,3/12/2020,,9:47,"Solids, Total Suspended",Done,<1.0,mg/L,,Non-City Owned,NY0036692
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,"Solids, Total Suspended",Done,11.8,mg/L,,Non-City Owned,NY0105732
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,"Coliform, Total",Done,>8000,TC/100mL,,Non-City Owned,NY0105732
E-2000951-02,NORTH SALEM MIDDLE SCHOOL,,3/12/2020,,10:28,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0105732
E-2000951-04,BIG BIRCH SKI AREA,,3/12/2020,,11:11,"Solids, Total Suspended",Done,<1.0,mg/L,,Non-City Owned,NY0095982
E-2000951-04,BIG BIRCH SKI AREA,,3/12/2020,,11:11,"Chlorine Residual, Total",Done,50,mg/L,,Non-City Owned,NY0095982
K-2001010-01,Woodstock Percussion,,3/12/2020,,10:05,"Solids, Total Suspended",Done,<1.0,mg/L,Olive Woods,Non-City Owned,NY0098281
K-2001010-02,Boiceville WTP,,3/12/2020,,10:40,"Solids, Total Suspended",Done,<1.0,mg/L,Boiceville WTP,Non-City Owned,NY0274038
K-2000851-01,PANDE,,3/16/2020,,10:58,Cryptosporidium,Done,0,Per/L,Pepacton,Non-City Owned,NY0262854
K-2000851-01,PANDE,,3/16/2020,,10:58,Giardia,Done,0,Per/L,Pepacton,Non-City Owned,NY0262854
K-2000851-02,PFTP,,3/16/2020,,12:33,Cryptosporidium,Done,0,Per/L,Pepacton,Non-City Owned,NY0261521
K-2000851-02,PFTP,,3/16/2020,,12:33,Giardia,Done,0,Per/L,Pepacton,Non-City Owned,NY0261521
K-2000851-01,PANDE,,3/16/2020,,10:58,pH,Done,7.22,,Pepacton,Non-City Owned,NY0262854
K-2000851-01,PANDE,,3/16/2020,,10:58,Temperature,Done,7.6,C,Pepacton,Non-City Owned,NY0262854
K-2000851-02,PFTP,,3/16/2020,,12:33,pH,Done,7.16,,Pepacton,Non-City Owned,NY0261521
K-2000851-02,PFTP,,3/16/2020,,12:33,Temperature,Done,7,C,Pepacton,Non-City Owned,NY0261521
K-2000851-01,PANDE,,3/16/2020,,10:58,Turbidity,Done,0.1,NTU,Pepacton,Non-City Owned,NY0262854
K-2000851-02,PFTP,,3/16/2020,,12:33,Turbidity,Done,0.1,NTU,Pepacton,Non-City Owned,NY0261521
K-2000844-02,STE,3/17/2020,3/17/2020,9:00,15:00,"Phosphorus, Total (as P)",Failure,Error,µg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000844-02A,STE,3/17/2020,3/17/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,6,µg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000844-05,SGE,3/17/2020,3/17/2020,9:00,15:00,"Phosphorus, Total (as P)",Failure,Error,µg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000844-05A,SGE,3/17/2020,3/17/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,6,µg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000844-10,MSC,3/17/2020,3/17/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,60,µg/L,Margaretville,City Owned - Effluent,NY0026531
K-2000844-12,EPE,3/17/2020,3/17/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,15,µg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,"Phosphorus, Total (as P)",Done,4,µg/L,,Non-City Owned,NY0207322
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,"Phosphorus, Total (as P)",Failure,Error,µg/L,,Non-City Owned,NY0165719
E-2001043-02A,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,"Phosphorus, Total (as P)",Done,510,µg/L,,Non-City Owned,NY0165719
E-2001043-04,FOX RUN,,3/17/2020,,10:20,"Phosphorus, Total (as P)",Done,45,µg/L,,Non-City Owned,NY0037362
K-2000844-12,EPE,3/17/2020,3/17/2020,9:00,15:00,BOD,Done,<3.0,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2000844-01,STR,3/17/2020,3/17/2020,9:00,15:00,CBOD,Done,69,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2000844-02,STE,3/17/2020,3/17/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000844-04,SGR,3/17/2020,3/17/2020,9:00,15:00,CBOD,Done,63.4,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2000844-05,SGE,3/17/2020,3/17/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000844-07,EPR,3/17/2020,3/17/2020,9:00,15:00,BOD,Done,61,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2000844-09,MSR,3/17/2020,3/17/2020,9:00,15:00,CBOD,Done,99.5,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2000844-10,MSC,3/17/2020,3/17/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0165719
E-2001043-04,FOX RUN,,3/17/2020,,10:20,Dissolved Oxygen,Done,10.6,mg/L,,Non-City Owned,NY0037362
E-2001043-04,FOX RUN,,3/17/2020,,10:20,pH,Failure,Error,,,Non-City Owned,NY0037362
E-2001043-04,FOX RUN,,3/17/2020,,10:20,Temperature,Warning,12.7,C,,Non-City Owned,NY0037362
E-2001043-04,FOX RUN,,3/17/2020,,10:20,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0037362
E-2001043-04,FOX RUN,,3/17/2020,,10:20,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0037362
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,Dissolved Oxygen,Done,11.9,mg/L,,Non-City Owned,NY0207322
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,pH,Failure,Error,,,Non-City Owned,NY0207322
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,Temperature,Done,9.3,C,,Non-City Owned,NY0207322
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0207322
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0207322
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,Dissolved Oxygen,Done,11.1,mg/L,,Non-City Owned,NY0165719
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,pH,Failure,Error,,,Non-City Owned,NY0165719
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,Temperature,Done,10.9,C,,Non-City Owned,NY0165719
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0165719
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,"Solids, Total Suspended",Done,<1.0,mg/L,,Non-City Owned,NY0207322
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0207322
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,"Solids, Total Suspended",Done,<1.0,mg/L,,Non-City Owned,NY0165719
E-2001043-04,FOX RUN,,3/17/2020,,10:20,"Solids, Total Suspended",Done,<1.0,mg/L,,Non-City Owned,NY0037362
K-2000844-01,STR,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,71.7,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2000844-02,STE,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000844-04,SGR,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,82.5,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2000844-05,SGE,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.0,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000844-07,EPR,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,85.2,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2000844-09,MSR,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,130,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2000844-10,MSC,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2000844-12,EPE,3/17/2020,3/17/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2000844-02,STE,3/17/2020,3/17/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2000844-05,SGE,3/17/2020,3/17/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2000844-10,MSC,3/17/2020,3/17/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2000844-12,EPE,3/17/2020,3/17/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0207322
E-2001043-01,Kent Manor Sewer Corporation,,3/17/2020,,11:21,Ammonia (as NH3),Done,<0.30,mg/L,,Non-City Owned,NY0207322
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0165719
E-2001043-02,THE FAIRWAYS (HILL&DALE),,3/17/2020,,10:50,Ammonia (as NH3),Done,<0.30,mg/L,,Non-City Owned,NY0165719
E-2001043-04,FOX RUN,,3/17/2020,,10:20,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0037362
E-2001043-04,FOX RUN,,3/17/2020,,10:20,Ammonia (as NH3),Done,<0.30,mg/L,,Non-City Owned,NY0037362
E-2001045-01,GEORGE FISCHER MIDDLE SCHOOL,,3/18/2020,,,"Solids, Settleable",Cancel,Cancel,mL/L,,Non-City Owned,NY0149349
E-2001045-02,HIGHLANDS,,3/18/2020,,,"Solids, Settleable",Cancel,Cancel,mL/L,,Non-City Owned,NY0208442
E-2001045-02,HIGHLANDS,,3/18/2020,,,Ammonia (as NH3),Cancel,Cancel,mg/L,,Non-City Owned,NY0208442
E-2001045-04,HOLLY STREAM,,3/18/2020,,,"Solids, Settleable",Cancel,Cancel,mL/L,,Non-City Owned,NY0035254
E-2001045-04,HOLLY STREAM,,3/18/2020,,,Ammonia (as NH3),Cancel,Cancel,mg/L,,Non-City Owned,NY0035254
E-2001045-01,GEORGE FISCHER MIDDLE SCHOOL,,3/18/2020,,,"Solids, Total Suspended",Cancel,Cancel,mg/L,,Non-City Owned,NY0149349
E-2001045-02,HIGHLANDS,,3/18/2020,,,"Solids, Total Suspended",Cancel,Cancel,mg/L,,Non-City Owned,NY0208442
E-2001045-02,HIGHLANDS,,3/18/2020,,,"Chlorine Residual, Total",Cancel,Cancel,mg/L,,Non-City Owned,NY0208442
E-2001045-04,HOLLY STREAM,,3/18/2020,,,"Solids, Total Suspended",Cancel,Cancel,mg/L,,Non-City Owned,NY0035254
G-2000910-01,PJ1,3/17/2020,3/18/2020,7:00,7:00,"Solids, Total Suspended",Done,104,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2000910-02,PJ9,3/17/2020,3/18/2020,7:00,7:00,"Solids, Total Suspended",Done,9.4,mg/L,Port Jervis,City Owned - Effluent,NY0026522
E-2001045-01,GEORGE FISCHER MIDDLE SCHOOL,,3/18/2020,,,pH,Cancel,Cancel,,,Non-City Owned,NY0149349
E-2001045-01,GEORGE FISCHER MIDDLE SCHOOL,,3/18/2020,,,Temperature,Cancel,Cancel,C,,Non-City Owned,NY0149349
E-2001045-01,GEORGE FISCHER MIDDLE SCHOOL,,3/18/2020,,,"Coliform, Fecal",Cancel,Cancel,FC/100mL,,Non-City Owned,NY0149349
E-2001045-01,GEORGE FISCHER MIDDLE SCHOOL,,3/18/2020,,,BOD,Cancel,Cancel,mg/L,,Non-City Owned,NY0149349
E-2001045-02,HIGHLANDS,,3/18/2020,,,Dissolved Oxygen,Cancel,Cancel,mg/L,,Non-City Owned,NY0208442
E-2001045-02,HIGHLANDS,,3/18/2020,,,pH,Cancel,Cancel,,,Non-City Owned,NY0208442
E-2001045-02,HIGHLANDS,,3/18/2020,,,Temperature,Cancel,Cancel,C,,Non-City Owned,NY0208442
E-2001045-02,HIGHLANDS,,3/18/2020,,,"Coliform, Fecal",Cancel,Cancel,FC/100mL,,Non-City Owned,NY0208442
E-2001045-02,HIGHLANDS,,3/18/2020,,,BOD,Cancel,Cancel,mg/L,,Non-City Owned,NY0208442
E-2001045-04,HOLLY STREAM,,3/18/2020,,,Dissolved Oxygen,Cancel,Cancel,mg/L,,Non-City Owned,NY0035254
E-2001045-04,HOLLY STREAM,,3/18/2020,,,pH,Cancel,Cancel,,,Non-City Owned,NY0035254
E-2001045-04,HOLLY STREAM,,3/18/2020,,,Temperature,Cancel,Cancel,C,,Non-City Owned,NY0035254
E-2001045-04,HOLLY STREAM,,3/18/2020,,,"Coliform, Fecal",Cancel,Cancel,FC/100mL,,Non-City Owned,NY0035254
E-2001045-04,HOLLY STREAM,,3/18/2020,,,BOD,Cancel,Cancel,mg/L,,Non-City Owned,NY0035254
G-2000910-01,PJ1,3/17/2020,3/18/2020,7:00,7:00,BOD,Done,164,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2000910-02,PJ9,3/17/2020,3/18/2020,7:00,7:00,BOD,Done,8.3,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2000910-03,PJ9,,3/18/2020,,7:12,"Coliform, Fecal",Done,<2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
K-2000844-11,MSC,,3/18/2020,,8:47,"Coliform, Fecal",Done,<1,FC/100mL,Margaretville,City Owned - Effluent,NY0026531
K-2000844-08,EPEG,,3/18/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Pine Hill,City Owned - Effluent,NY0026557
K-2000844-06,SGEG,,3/18/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Grand Gorge,City Owned - Effluent,NY0026565
K-2000844-03,STEG,,3/18/2020,,8:53,"Coliform, Fecal",Done,<1,FC/100mL,Tannersville,City Owned - Effluent,NY0026573
E-2001045-01,GEORGE FISCHER MIDDLE SCHOOL,,3/18/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0149349
E-2001045-02,HIGHLANDS,,3/18/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0208442
E-2001045-04,HOLLY STREAM,,3/18/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0035254
E-2001046-01,CLEAR POOL CAMP,,3/19/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0098621
E-2001046-03,SOMERS HIGH SCHOOL,,3/19/2020,,10:50,"Phosphorus, Total (as P)",Done,125,µg/L,,Non-City Owned,NY0035483
K-2001091-01,Hunter Highlands,,3/19/2020,,14:27,Turbidity,Done,0.55,NTU,Hunter Highlands,Non-City Owned,NY0061131
K-2001091-01,Hunter Highlands,,3/19/2020,,14:27,"Phosphorus, Total (as P)",Done,14,µg/L,Hunter Highlands,Non-City Owned,NY0061131
K-2001091-03,Hunter WTP,,3/19/2020,,11:20,Turbidity,Done,0.1,NTU,Hunter WTP,Non-City Owned,NY0241075
K-2001091-03,Hunter WTP,,3/19/2020,,11:20,"Phosphorus, Total (as P)",Done,15,µg/L,Hunter WTP,Non-City Owned,NY0241075
K-2001091-01,Hunter Highlands,,3/19/2020,,14:27,Dissolved Oxygen,Done,8.1,mg/L,Hunter Highlands,Non-City Owned,NY0061131
K-2001091-01,Hunter Highlands,,3/19/2020,,14:27,pH,Done,6.89,,Hunter Highlands,Non-City Owned,NY0061131
K-2001091-01,Hunter Highlands,,3/19/2020,,14:27,Temperature,Done,7,C,Hunter Highlands,Non-City Owned,NY0061131
K-2001091-01,Hunter Highlands,,3/19/2020,,14:27,"Coliform, Fecal",Done,<1,FC/100mL,Hunter Highlands,Non-City Owned,NY0061131
K-2001091-01,Hunter Highlands,,3/19/2020,,14:27,CBOD,Done,3.9,mg/L,Hunter Highlands,Non-City Owned,NY0061131
K-2001091-03,Hunter WTP,,3/19/2020,,11:20,Dissolved Oxygen,Done,11.3,mg/L,Hunter WTP,Non-City Owned,NY0241075
