OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-11-09:44 W/F 1,2014-08-11,09:44:00,EDT,BXA-BXA4,STORET-406392243,,,,Conductivity,,0.88,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-06-30-10:38 W/F,2014-06-30,10:38:00,EDT,BXA-BXA3,STORET-406390523,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-06-30-11:47 W/F,2014-06-30,11:47:00,EDT,BXA-BXA5,STORET-406390576,,,,Floating debris (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,floatables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-06-16-12:39 W/F 1,2014-06-16,12:39:00,EDT,BXA-BXA8,STORET-406390161,,,,"Temperature, water",,20.69,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-07-16-10:06 W/F,2014-07-16,10:06:00,EDT,BXA-BXA2,STORET-406391263,,,,NPS POLLUTION - Livestock Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-08-11-09:07W/F 1 P,2014-08-11,09:07:00,EDT,BXA-BXA1,STORET-394128394,,,,pH,,7.51,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-07-28-09:27 W/F,2014-07-28,09:27:00,EDT,BXA-BXA2,STORET-406391718,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,"crayfish, dragonflies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-07-21-10:04 W/F,2014-07-21,10:04:00,EDT,BXA-BXA6,STORET-406391578,,,,NPS POLLUTION - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-18-14:00 W/F 1,2014-08-18,14:00:00,EDT,BXA-BXA9,STORET-406392841,,,,"Temperature, water",,23.79,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-08-18-10:15 W/F,2014-08-18,10:15:00,EDT,BXA-BXA2,STORET-406392630,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-06-23-09:57 W/F,2014-06-23,09:57:00,EDT,BXA-BXA4,STORET-406390300,,,,Observed Recreational Use - Fishing (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-30-13:16 W/F 1,2014-06-30,13:16:00,EDT,BXA-BXA7,STORET-406390649,,,,Conductivity,,29.97,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-07-07-11:58W/F  V,2014-07-07,11:58:00,EDT,BXA-BXA8,STORET-394127223,,,,NPS POLLUTION - Livestock Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-06-02-10:28W/F  V,2014-06-02,10:28:00,EDT,BXA-BXA4,STORET-394125900,,,,Floating sewage (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-06-30-11:47W/F  V,2014-06-30,11:47:00,EDT,BXA-BXA5,STORET-394126890,,,,Precipitation 24hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-07-14-09:40 W/F,2014-07-14,09:40:00,EDT,BXA-BXA4,STORET-406391061,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-07-07-11:57W/F 1 P,2014-07-07,11:57:00,EDT,BXA-BXA8,STORET-394127236,,,,Specific conductance,,14348,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-08-05-11:19W/F 1 P,2014-08-05,11:19:00,EDT,BXA-BXA7,STORET-394128315,,,,Conductivity,,36.11,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-07-07-08:57 W/F 1,2014-07-07,08:57:00,EDT,BXA-BXA1,STORET-406390733,,,,pH,,7.77,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-08-25-11:48 W/F 1,2014-08-25,11:48:00,EDT,BXA-BXA8,STORET-406393071,,,,Dissolved oxygen (DO),,4.11,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-08-25-09:56 W/F,2014-08-25,09:56:00,EDT,BXA-BXA6,STORET-406393003,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-06-23-09:23W/F 1 P,2014-06-23,09:23:00,EDT,BXA-BXA2,STORET-394126585,,,,pH,,7.56,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-06-30-13:46 W/F 1,2014-06-30,13:46:00,EDT,BXA-BXA9,STORET-406390708,,,,Specific conductance,,33663,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-08-11-09:06W/F  V,2014-08-11,09:06:00,EDT,BXA-BXA1,STORET-394128385,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-06-09-12:36 W/F 1,2014-06-09,12:36:00,EDT,BXA-BXA9,STORET-406389933,,,,"Temperature, water",,19,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-06-23-09:18 W/F,2014-06-23,09:18:00,EDT,BXA-BXA2,STORET-406390244,,,,Observed Recreational Use - Fishing (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-08-25-12:37 W/F,2014-08-25,12:37:00,EDT,BXA-BXA7,STORET-406393021,,,,Precipitation 48hr prior to monitoring event (choice list),,YES,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-25-12:02 W/F,2014-08-25,12:02:00,EDT,BXA-BXA9,STORET-406393086,,,,Floating debris (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-07-14-09:42W/F 1 P,2014-07-14,09:42:00,EDT,BXA-BXA4,STORET-394127371,,,,Specific conductance,,680,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-06-30-11:53 W/F,2014-06-30,11:53:00,EDT,BXA-BXA6,STORET-406390606,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-08-18-10:11 W/F,2014-08-18,10:11:00,EDT,BXA-BXA1,STORET-406392611,,,,Observed Recreational Use - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-06-23-09:18 W/F,2014-06-23,09:18:00,EDT,BXA-BXA2,STORET-406390228,,,,Precipitation 48hr prior to monitoring event (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-07-14-08:41 W/F 1,2014-07-14,08:41:00,EDT,BXA-BXA3,STORET-406391045,,,,Dissolved oxygen (DO),,5.6,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-11-09:42 W/F,2014-08-11,09:42:00,EDT,BXA-BXA4,STORET-406392239,,,,Observed Recreational Use - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-08-18-11:12 W/F,2014-08-18,11:12:00,EDT,BXA-BXA5,STORET-406392714,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-14-08:37W/F  V,2014-07-14,08:37:00,EDT,BXA-BXA3,STORET-394127336,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-07-14-08:56W/F  V,2014-07-14,08:56:00,EDT,BXA-BXA1,STORET-394127275,,,,Floating sewage (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-08-11-09:11W/F  V,2014-08-11,09:11:00,EDT,BXA-BXA2,STORET-394128401,,,,Precipitation during activity (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-06-02-10:56 W/F,2014-06-02,10:56:00,EDT,BXA-BXA5,STORET-406389548,,,,Floating debris (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-06-23-09:05 W/F,2014-06-23,09:05:00,EDT,BXA-BXA1,STORET-406390201,,,,Discoloration (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-08-14-09:52 W/F,2014-08-14,09:52:00,EDT,BXA-BXA7,STORET-406392564,,,,Precipitation 24hr prior to monitoring event (choice list),,YES,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-06-30-10:13W/F 1 P,2014-06-30,10:13:00,EDT,BXA-BXA2,STORET-394126830,,,,Conductivity,,1.006,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-06-23-12:25 W/F,2014-06-23,12:25:00,EDT,BXA-BXA9,STORET-406390443,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-07-14-10:15 W/F,2014-07-14,10:15:00,EDT,BXA-BXA5,STORET-406391088,,,,Floating debris (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,floatables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-07-14-12:02W/F  V,2014-07-14,12:02:00,EDT,BXA-BXA8,STORET-394127458,,,,Precipitation 48hr prior to monitoring event (choice list),,YES,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-06-02-10:28 W/F 1,2014-06-02,10:28:00,EDT,BXA-BXA4,STORET-406389531,,,,"Temperature, water",,16.98,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-06-02-12:25W/F 1 P,2014-06-02,12:25:00,EDT,BXA-BXA7,STORET-394125992,,,,"Temperature, water",,18.03,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-18-10:49 W/F,2014-08-18,10:49:00,EDT,BXA-BXA4,STORET-406392692,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-06-02-09:06 W/F 1,2014-06-02,09:06:00,EDT,BXA-BXA2,STORET-406389477,,,,Dissolved oxygen (DO),,7.84,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-07-28-09:27W/F  V,2014-07-28,09:27:00,EDT,BXA-BXA2,STORET-394127980,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-11-11:49 W/F,2014-08-11,11:49:00,EDT,BXA-BXA9,STORET-406392376,,,,NPS POLLUTION - Livestock Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-07-16-10:32 W/F,2014-07-16,10:32:00,EDT,BXA-BXA4,STORET-406391312,,,,Apparent color,,GREEN,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-06-23-09:57W/F  V,2014-06-23,09:57:00,EDT,BXA-BXA4,STORET-394126637,,,,Observed Recreational Use - Other (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-08-14-09:52W/F  V,2014-08-14,09:52:00,EDT,BXA-BXA7,STORET-394128786,,,,Floating debris (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,Targeted for wet weather (after rain event),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-11-11:34 W/F 1,2014-08-11,11:34:00,EDT,BXA-BXA9,STORET-406392387,,,,Dissolved oxygen (DO),,5.3,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-07-07-10:15W/F 1 P,2014-07-07,10:15:00,EDT,BXA-BXA5,STORET-394127152,,,,pH,,6.98,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-06-16-09:05W/F 1 P,2014-06-16,09:05:00,EDT,BXA-BXA3,STORET-394126370,,,,Dissolved oxygen (DO),,7.76,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-08-25-09:58 W/F 1,2014-08-25,09:58:00,EDT,BXA-BXA6,STORET-406393015,,,,Specific conductance,,27886,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-07-28-09:15 W/F,2014-07-28,09:15:00,EDT,BXA-BXA1,STORET-406391680,,,,Precipitation during activity (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-06-30-10:11 W/F,2014-06-30,10:11:00,EDT,BXA-BXA2,STORET-406390492,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-08-05-09:34W/F  V,2014-08-05,09:34:00,EDT,BXA-BXA2,STORET-394128170,,,,NPS POLLUTION - Other (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-08-18-14:00W/F  V,2014-08-18,14:00:00,EDT,BXA-BXA9,STORET-394129031,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-08-18-10:11W/F  V,2014-08-18,10:11:00,EDT,BXA-BXA1,STORET-394128811,,,,Floating foam/suds (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-08-25-08:54 W/F,2014-08-25,08:54:00,EDT,BXA-BXA1,STORET-406392850,,,,Precipitation 24hr prior to monitoring event (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-07-07-11:58 W/F,2014-07-07,11:58:00,EDT,BXA-BXA8,STORET-406390914,,,,Apparent color,,BROWN,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-06-02-09:20 W/F,2014-06-02,09:20:00,EDT,BXA-BXA2,STORET-406389465,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,"fish, mallard, geese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-06-09-11:59W/F  V,2014-06-09,11:59:00,EDT,BXA-BXA8,STORET-394126246,,,,Floating foam/suds (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12-N-Sil-704-2014,2014-07-16,09:12:00,EST,31ISC2RS_WQX-E12,STORET-727055133,,,,Silica,Dissolved,1.54,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0,USEPA,366.0 ~ EPA; Determination of Dissolved Silicate in Estuarine and Coastal Waters by Gas Segmented Continuous Flow Colorimetric Analysis,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-08-25-12:02W/F 1 P,2014-08-25,12:02:00,EDT,BXA-BXA9,STORET-394129289,,,,Salinity,,39509,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-08-11-10:06 W/F,2014-08-11,10:06:00,EDT,BXA-BXA6,STORET-406392291,,,,NPS POLLUTION - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-11-09:42 W/F,2014-08-11,09:42:00,EDT,BXA-BXA4,STORET-406392233,,,,NPS POLLUTION - Other (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,sandbags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-14-09:07 W/F,2014-08-14,09:07:00,EDT,BXA-BXA4,STORET-406392494,,,,Observed Recreational Use - Boating (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
